filename,width,height,class,xmin,ymin,xmax,ymax
000000301421.jpg,640,427,tv,281.15,53.97,431.79999999999995,180.64
000000301421.jpg,640,427,chair,5.51,287.42,182.73999999999998,420.57000000000005
000000301421.jpg,640,427,cell phone,347.57,224.08,382.35,282.05
000000301421.jpg,640,427,laptop,244.51,280.37,498.97,415.49
000000301421.jpg,640,427,keyboard,136.03,234.56,255.56,298.75
000000301421.jpg,640,427,car,295.98,96.98,376.83000000000004,154.9
000000301421.jpg,640,427,chair,560.98,195.29,640.0,427.0
000000301421.jpg,640,427,cell phone,214.12,237.97,257.92,258.58
000000301421.jpg,640,427,remote,227.28,247.89,263.42,262.81
000000301421.jpg,640,427,mouse,341.24,292.97,385.56,336.95000000000005
000000301563.jpg,640,428,person,214.96,82.42,374.98,295.45
000000301563.jpg,640,428,person,64.04,46.58,98.30000000000001,116.71
000000301563.jpg,640,428,skis,262.39,275.3,416.16999999999996,311.86
000000301563.jpg,640,428,backpack,223.2,105.21,301.0,168.91
000000301563.jpg,640,428,person,168.91,52.29,213.6,118.12
000000301563.jpg,640,428,skis,183.6,109.55,211.26999999999998,118.99
000000301563.jpg,640,428,skis,91.83,118.8,124.97,125.78
000000301718.jpg,480,640,bottle,153.9,210.04,213.15,389.09000000000003
000000301718.jpg,480,640,bottle,26.69,267.98,74.1,376.58000000000004
000000301718.jpg,480,640,dining table,2.61,273.75,480.0,632.4300000000001
000000301718.jpg,480,640,person,305.01,0.37,479.75,372.58
000000301718.jpg,480,640,person,4.31,22.77,212.85,280.21
000000301718.jpg,480,640,cup,2.88,298.71,60.400000000000006,487.11
000000301718.jpg,480,640,fork,347.79,289.48,379.96000000000004,315.99
000000301718.jpg,480,640,knife,295.79,397.3,480.0,417.14
000000301718.jpg,480,640,bowl,71.55,320.0,156.20999999999998,365.22
000000301718.jpg,480,640,knife,15.82,483.24,57.53,629.9300000000001
000000301718.jpg,480,640,fork,43.97,227.48,102.59,277.58
000000301867.jpg,640,480,umbrella,208.79,40.47,447.71,173.92
000000301867.jpg,640,480,handbag,429.3,182.11,536.09,325.57000000000005
000000301867.jpg,640,480,handbag,119.39,174.01,191.66,334.73
000000301867.jpg,640,480,person,255.92,102.21,389.19,480.0
000000301867.jpg,640,480,person,146.51,108.86,306.24,480.0
000000301867.jpg,640,480,person,351.63,116.51,489.27,480.0
000000301867.jpg,640,480,handbag,242.45,348.7,272.02,417.57
000000301981.jpg,640,480,giraffe,184.2,123.25,547.1800000000001,387.63
000000302030.jpg,640,359,tv,436.09,0.8,537.52,88.42
000000302030.jpg,640,359,laptop,0.0,133.31,226.91,354.75
000000302030.jpg,640,359,mouse,562.81,109.6,584.66,126.61
000000302030.jpg,640,359,keyboard,418.39,91.47,555.22,128.12
000000302030.jpg,640,359,book,175.08,111.97,301.57,151.82
000000302030.jpg,640,359,book,163.19,12.81,178.29,69.0
000000302030.jpg,640,359,book,139.07,18.35,148.64,66.0
000000302030.jpg,640,359,book,0.8,1.61,103.03,41.86
000000302030.jpg,640,359,book,15.18,43.75,113.13999999999999,110.85
000000302030.jpg,640,359,book,187.9,106.89,298.39,124.66
000000302030.jpg,640,359,book,108.8,21.68,125.74,66.28
000000302030.jpg,640,359,chair,0.0,86.72,156.65,245.24
000000302030.jpg,640,359,chair,389.77,175.3,640.0,354.34000000000003
000000302030.jpg,640,359,book,194.02,92.01,302.27,112.74000000000001
000000302030.jpg,640,359,book,196.22,265.21,403.53999999999996,357.49
000000302030.jpg,640,359,book,186.94,16.87,208.37,69.7
000000302030.jpg,640,359,book,157.3,97.12,173.97000000000003,143.21
000000302030.jpg,640,359,book,135.5,18.69,144.63,66.43
000000302030.jpg,640,359,book,177.38,16.55,191.18,67.69
000000302030.jpg,640,359,book,105.0,1.0,217.0,159.0
000000302107.jpg,427,640,person,92.46,174.45,346.73,519.73
000000302107.jpg,427,640,baseball bat,167.89,348.22,291.29999999999995,404.19000000000005
000000302107.jpg,427,640,person,245.16,140.58,285.64,195.92000000000002
000000302107.jpg,427,640,baseball glove,53.05,486.87,111.28999999999999,536.06
000000302107.jpg,427,640,person,0.0,299.62,112.08,573.14
000000302165.jpg,640,480,cow,105.29,232.26,386.06,370.58
000000302165.jpg,640,480,cow,191.4,222.62,482.66999999999996,334.59000000000003
000000302165.jpg,640,480,cow,3.1,309.68,216.76999999999998,474.84000000000003
000000302165.jpg,640,480,cow,310.6,208.37,520.57,283.63
000000302165.jpg,640,480,cow,419.8,205.39,520.16,254.17999999999998
000000302165.jpg,640,480,cow,381.17,134.45,573.47,257.84
000000302165.jpg,640,480,cow,572.21,181.63,603.95,210.31
000000302165.jpg,640,480,cow,572.74,174.78,611.61,208.82999999999998
000000302165.jpg,640,480,cow,572.13,169.65,620.83,196.54000000000002
000000302165.jpg,640,480,cow,554.77,184.12,592.91,220.98000000000002
000000302452.jpg,403,403,cell phone,358.3,202.34,368.7,213.08
000000302452.jpg,403,403,giraffe,134.38,105.8,269.86,403.0
000000302452.jpg,403,403,person,210.88,158.09,270.15,238.56
000000302452.jpg,403,403,person,88.2,222.39,152.62,280.13
000000302452.jpg,403,403,person,87.12,182.68,117.48,228.61
000000302452.jpg,403,403,person,0.0,178.52,55.39,290.82
000000302452.jpg,403,403,person,308.67,217.91,335.23,261.6
000000302452.jpg,403,403,person,309.62,168.95,389.73,260.62
000000302452.jpg,403,403,person,84.37,142.86,126.31,204.87
000000302452.jpg,403,403,person,115.55,176.04,161.29,251.26999999999998
000000302452.jpg,403,403,bottle,203.23,68.6,246.04,117.63
000000302452.jpg,403,403,person,391.07,186.79,403.0,229.56
000000302536.jpg,500,375,couch,227.42,210.48,341.13,344.35
000000302536.jpg,500,375,sports ball,111.58,178.29,117.27,183.57
000000302536.jpg,500,375,sports ball,116.62,172.06,121.83,177.88
000000302536.jpg,500,375,person,114.61,33.08,305.9,371.84
000000302536.jpg,500,375,remote,282.55,190.41,300.84000000000003,202.1
000000302536.jpg,500,375,sports ball,106.88,183.8,113.46,188.67000000000002
000000302536.jpg,500,375,sports ball,101.57,175.23,106.3,179.47
000000302536.jpg,500,375,sports ball,107.86,172.29,112.03,176.37
000000302536.jpg,500,375,sports ball,84.95,177.28,90.01,183.49
000000302536.jpg,500,375,person,0.97,306.82,71.1,370.13
000000302760.jpg,500,375,bottle,214.56,110.55,240.09,190.24
000000302760.jpg,500,375,bottle,426.31,262.52,480.7,375.0
000000302760.jpg,500,375,sink,171.07,198.03,318.53999999999996,264.61
000000302882.jpg,500,400,cell phone,230.11,86.92,323.6,313.43
000000302882.jpg,500,400,person,0.0,55.57,388.37,400.0
000000302990.jpg,640,427,person,240.72,138.6,465.21000000000004,289.53999999999996
000000302990.jpg,640,427,person,475.06,34.35,526.68,77.82
000000302990.jpg,640,427,surfboard,273.47,233.17,353.11,345.44
000000302990.jpg,640,427,surfboard,523.28,53.46,561.93,74.5
000000303305.jpg,640,480,bus,18.34,56.16,626.7,361.41999999999996
000000303305.jpg,640,480,car,591.39,203.49,640.0,255.08
000000303305.jpg,640,480,person,181.69,170.93,203.32999999999998,215.08
000000303305.jpg,640,480,person,478.5,146.87,508.75,208.22
000000303305.jpg,640,480,person,228.58,195.47,242.79000000000002,207.92
000000303499.jpg,333,500,horse,183.48,185.19,326.17999999999995,449.14
000000303499.jpg,333,500,person,40.45,15.81,160.67000000000002,309.06
000000303499.jpg,333,500,person,196.05,36.95,332.93,318.61
000000303499.jpg,333,500,horse,4.48,160.31,177.13,452.91
000000303499.jpg,333,500,horse,144.94,243.76,176.24,334.11
000000303499.jpg,333,500,horse,210.17,283.67,229.29,333.94
000000303499.jpg,333,500,horse,308.71,255.06,332.84,335.12
000000303499.jpg,333,500,person,172.17,259.29,185.26999999999998,296.58000000000004
000000303566.jpg,640,426,car,206.97,88.46,248.45,121.25
000000303566.jpg,640,426,backpack,440.08,97.83,468.4,150.32999999999998
000000303566.jpg,640,426,handbag,294.72,102.47,311.67,140.32
000000303566.jpg,640,426,handbag,9.34,162.92,46.2,222.88
000000303566.jpg,640,426,handbag,191.98,152.02,207.04,165.36
000000303566.jpg,640,426,car,339.51,90.91,347.58,96.66
000000303566.jpg,640,426,car,346.09,92.78,364.73999999999995,110.18
000000303566.jpg,640,426,car,425.63,84.58,444.8,113.06
000000303566.jpg,640,426,car,333.45,83.28,343.34999999999997,87.45
000000303566.jpg,640,426,car,299.29,89.93,324.23,105.76
000000303566.jpg,640,426,person,0.0,102.45,50.41,311.62
000000303566.jpg,640,426,person,19.08,26.41,145.89,244.22
000000303566.jpg,640,426,car,210.46,86.1,249.58,107.78
000000303566.jpg,640,426,apple,317.96,337.73,411.90999999999997,397.08000000000004
000000303566.jpg,640,426,apple,291.89,354.31,438.74,426.0
000000303566.jpg,640,426,apple,433.06,379.56,461.4,409.59000000000003
000000303566.jpg,640,426,apple,411.36,325.68,592.71,426.0
000000303566.jpg,640,426,apple,566.38,324.65,586.35,344.46
000000303566.jpg,640,426,apple,343.25,313.4,363.93,332.26
000000303566.jpg,640,426,apple,388.36,276.0,488.16,333.45
000000303566.jpg,640,426,apple,503.54,308.09,640.0,374.15
000000303566.jpg,640,426,apple,326.39,304.81,344.71999999999997,327.73
000000303566.jpg,640,426,apple,566.08,380.43,640.0,420.72
000000303566.jpg,640,426,apple,0.0,344.47,71.8,419.14000000000004
000000303566.jpg,640,426,apple,40.21,339.68,195.29000000000002,422.01
000000303566.jpg,640,426,orange,191.76,199.1,252.25,209.13
000000303566.jpg,640,426,orange,281.75,174.16,291.6,182.43
000000303566.jpg,640,426,orange,162.63,220.71,222.01,242.70000000000002
000000303566.jpg,640,426,orange,212.2,215.3,224.86999999999998,222.79000000000002
000000303566.jpg,640,426,orange,212.59,206.72,242.7,223.01
000000303566.jpg,640,426,person,122.57,54.0,163.74,205.68
000000303566.jpg,640,426,person,167.39,86.97,200.85,172.1
000000303566.jpg,640,426,person,197.06,98.17,251.53,165.68
000000303566.jpg,640,426,person,257.25,80.61,302.72,164.61
000000303566.jpg,640,426,person,304.64,95.39,339.91999999999996,166.66
000000303566.jpg,640,426,person,426.08,74.0,480.96,193.55
000000303566.jpg,640,426,person,469.55,71.19,514.3,210.1
000000303566.jpg,640,426,person,522.33,77.62,573.69,261.46000000000004
000000303566.jpg,640,426,person,562.36,109.75,638.0600000000001,275.21000000000004
000000303566.jpg,640,426,person,573.08,78.34,606.72,141.36
000000303566.jpg,640,426,car,342.1,86.82,384.99,106.3
000000303566.jpg,640,426,handbag,179.93,110.17,195.43,150.23000000000002
000000303566.jpg,640,426,orange,280.93,181.46,286.7,183.97
000000303566.jpg,640,426,orange,266.49,173.46,274.46000000000004,182.48000000000002
000000303566.jpg,640,426,orange,272.25,173.19,276.39,178.8
000000303566.jpg,640,426,orange,278.74,171.86,285.22,180.89000000000001
000000303566.jpg,640,426,orange,260.28,160.05,306.13,184.17000000000002
000000303566.jpg,640,426,orange,298.61,172.41,303.92,177.72
000000303566.jpg,640,426,orange,200.23,212.78,211.23999999999998,221.75
000000303566.jpg,640,426,person,540.6,57.63,592.48,109.51
000000303566.jpg,640,426,handbag,0.2,200.53,44.31,236.17000000000002
000000303566.jpg,640,426,apple,18.86,288.99,135.34,341.13
000000303566.jpg,640,426,orange,290.59,163.22,340.62,187.03
000000303566.jpg,640,426,orange,160.0,161.0,321.0,243.0
000000303566.jpg,640,426,person,94.0,56.0,583.0,245.0
000000303566.jpg,640,426,apple,7.0,275.0,638.0,425.0
000000303653.jpg,640,426,horse,71.46,162.15,387.52,359.12
000000303653.jpg,640,426,horse,3.35,160.5,127.55,279.71
000000303653.jpg,640,426,horse,340.49,163.07,551.51,301.19
000000303653.jpg,640,426,chair,583.74,163.13,618.07,201.42
000000303653.jpg,640,426,person,216.99,69.67,286.23,264.01
000000303653.jpg,640,426,person,10.15,110.17,83.97,260.27
000000303653.jpg,640,426,person,394.78,95.17,462.65999999999997,258.52
000000303713.jpg,427,640,sports ball,231.3,85.9,241.39000000000001,96.58000000000001
000000303713.jpg,427,640,tennis racket,89.01,320.48,110.97,382.6
000000303713.jpg,427,640,person,89.17,326.47,258.88,632.81
000000303713.jpg,427,640,person,24.36,423.4,52.59,454.51
000000303713.jpg,427,640,person,274.27,420.85,349.71,523.39
000000303713.jpg,427,640,person,340.51,424.8,390.08,526.41
000000303713.jpg,427,640,handbag,11.74,504.63,57.36,538.89
000000303713.jpg,427,640,person,283.64,362.86,306.78,394.40000000000003
000000303713.jpg,427,640,person,52.97,428.43,120.28999999999999,541.1800000000001
000000303713.jpg,427,640,person,52.12,320.49,97.5,370.39
000000303713.jpg,427,640,person,258.62,282.42,282.28000000000003,313.19
000000303713.jpg,427,640,person,318.94,197.17,351.22,227.27999999999997
000000303713.jpg,427,640,person,0.0,419.98,19.86,455.90000000000003
000000303713.jpg,427,640,backpack,117.09,499.06,182.12,541.79
000000303713.jpg,427,640,backpack,11.41,506.52,55.59,539.11
000000303713.jpg,427,640,chair,47.55,463.57,68.72999999999999,502.07
000000303713.jpg,427,640,chair,333.6,458.03,349.58000000000004,491.21
000000303713.jpg,427,640,chair,343.66,448.72,352.72,457.67
000000303713.jpg,427,640,chair,233.47,462.85,270.04,536.39
000000303713.jpg,427,640,chair,155.61,479.64,175.89000000000001,513.4399999999999
000000303713.jpg,427,640,chair,338.03,423.1,363.66999999999996,432.15000000000003
000000303713.jpg,427,640,laptop,378.54,448.37,412.54,464.87
000000303713.jpg,427,640,person,291.53,293.68,335.77,333.78000000000003
000000303713.jpg,427,640,person,228.32,375.66,263.12,420.32000000000005
000000303713.jpg,427,640,person,128.46,330.24,156.02,363.14
000000303713.jpg,427,640,person,0.0,42.0,426.0,472.0
000000303818.jpg,480,640,bus,312.83,66.01,480.0,311.39
000000303818.jpg,480,640,backpack,162.47,199.25,174.21,217.91
000000303818.jpg,480,640,car,4.5,198.23,134.31,276.11
000000303818.jpg,480,640,person,240.27,195.14,255.35000000000002,258.40999999999997
000000303818.jpg,480,640,person,189.77,196.22,215.66000000000003,266.52
000000303818.jpg,480,640,person,173.39,190.83,196.23999999999998,250.04000000000002
000000303818.jpg,480,640,person,181.94,180.76,198.09,243.75
000000303818.jpg,480,640,person,154.81,190.75,177.91,255.01
000000303818.jpg,480,640,person,311.09,200.6,338.64,277.02
000000303818.jpg,480,640,person,268.01,205.38,273.98,230.34
000000303818.jpg,480,640,person,197.88,186.4,228.24,258.03
000000303818.jpg,480,640,person,36.68,180.68,52.29,199.70000000000002
000000303818.jpg,480,640,person,11.78,184.89,25.91,217.25
000000303818.jpg,480,640,car,110.7,169.77,122.82000000000001,175.60000000000002
000000303818.jpg,480,640,handbag,211.17,223.86,227.02999999999997,247.37
000000303818.jpg,480,640,person,290.03,201.46,311.02,277.05
000000303818.jpg,480,640,handbag,188.32,218.64,196.14,234.39999999999998
000000303818.jpg,480,640,person,251.5,201.08,281.2,271.57
000000303863.jpg,640,431,train,1.94,119.88,585.34,344.12
000000303863.jpg,640,431,person,613.13,216.78,633.57,297.29
000000303863.jpg,640,431,person,566.2,207.3,597.61,294.76
000000303863.jpg,640,431,person,130.57,200.13,141.6,219.17
000000303863.jpg,640,431,person,115.07,200.67,123.30999999999999,215.04
000000303863.jpg,640,431,person,18.12,209.44,25.310000000000002,216.47
000000303863.jpg,640,431,person,498.74,184.01,515.5,207.94
000000303863.jpg,640,431,handbag,620.79,240.23,634.7099999999999,262.81
000000303863.jpg,640,431,person,602.51,201.01,637.87,297.78
000000303893.jpg,640,427,sandwich,389.27,186.66,444.45,222.09
000000303893.jpg,640,427,sandwich,231.25,261.96,286.90999999999997,279.22999999999996
000000303893.jpg,640,427,person,87.52,46.94,328.90999999999997,410.46999999999997
000000303893.jpg,640,427,person,306.79,90.88,535.6700000000001,373.63
000000303893.jpg,640,427,bench,617.83,32.15,640.0,55.51
000000303893.jpg,640,427,bench,460.31,18.03,613.45,68.34
000000303908.jpg,640,427,boat,343.78,61.12,399.93999999999994,80.86
000000303908.jpg,640,427,boat,269.53,62.19,358.89,85.15
000000303908.jpg,640,427,car,399.29,36.6,412.41,43.89
000000303908.jpg,640,427,bench,93.29,204.36,580.87,427.0
000000303908.jpg,640,427,boat,395.59,65.62,441.09999999999997,80.01
000000303908.jpg,640,427,bench,564.22,234.13,640.0,421.24
000000304180.jpg,640,418,person,273.34,92.99,397.33,404.85
000000304180.jpg,640,418,person,546.69,68.57,640.0,411.42
000000304180.jpg,640,418,person,0.0,0.18,127.18,141.38
000000304180.jpg,640,418,skateboard,276.16,258.97,343.79,399.87
000000304180.jpg,640,418,person,419.75,83.66,502.36,187.47
000000304291.jpg,640,427,horse,272.15,101.33,418.7,375.55
000000304365.jpg,640,427,train,245.09,234.45,406.97,398.27
000000304365.jpg,640,427,person,449.3,309.21,477.58000000000004,364.78999999999996
000000304365.jpg,640,427,suitcase,446.14,338.18,456.58,356.29
000000304365.jpg,640,427,handbag,445.39,338.46,456.46,355.51
000000304396.jpg,425,640,clock,215.01,139.48,276.68,201.14999999999998
000000304396.jpg,425,640,clock,101.15,151.43,140.99,233.55
000000304404.jpg,640,428,umbrella,131.18,0.09,283.42,24.03
000000304404.jpg,640,428,umbrella,0.0,0.0,108.28,52.33
000000304404.jpg,640,428,baseball bat,248.14,123.91,306.81,176.81
000000304404.jpg,640,428,baseball glove,93.44,212.01,127.4,244.01999999999998
000000304404.jpg,640,428,person,168.46,91.1,342.12,312.33
000000304404.jpg,640,428,person,0.0,167.7,102.82,321.48
000000304404.jpg,640,428,person,362.13,123.28,399.39,240.5
000000304404.jpg,640,428,person,399.22,121.26,439.41,238.48000000000002
000000304404.jpg,640,428,person,442.78,174.81,495.21999999999997,238.65
000000304404.jpg,640,428,person,476.69,160.85,518.16,238.13
000000304404.jpg,640,428,person,501.3,154.4,521.32,218.95
000000304404.jpg,640,428,person,15.39,52.9,48.09,83.68
000000304404.jpg,640,428,person,599.2,124.07,640.0,233.72
000000304404.jpg,640,428,person,287.08,61.38,313.97999999999996,87.93
000000304404.jpg,640,428,person,201.02,58.67,225.06,84.64
000000304404.jpg,640,428,person,158.94,171.27,207.39,244.45000000000002
000000304404.jpg,640,428,person,528.9,158.82,579.1999999999999,238.62
000000304404.jpg,640,428,person,0.0,8.0,604.0,251.0
000000304545.jpg,640,522,suitcase,1.04,1.99,640.0,522.0
000000304560.jpg,640,425,cat,0.0,101.15,452.3,420.58000000000004
000000304812.jpg,428,640,person,94.38,378.93,124.88,452.45
000000304812.jpg,428,640,surfboard,76.76,390.72,134.37,431.55
000000304812.jpg,428,640,person,240.86,347.45,246.41000000000003,356.87
000000304812.jpg,428,640,person,175.46,404.15,195.74,419.69
000000304812.jpg,428,640,person,289.1,354.06,293.38,357.12
000000304812.jpg,428,640,surfboard,242.22,355.79,248.27,358.1
000000304812.jpg,428,640,surfboard,75.46,352.41,79.28999999999999,355.53000000000003
000000304812.jpg,428,640,person,78.68,349.09,81.72000000000001,355.39
000000304812.jpg,428,640,person,309.86,353.43,314.26,356.39
000000304817.jpg,640,480,snowboard,37.57,211.48,590.74,446.48
000000304984.jpg,385,289,sandwich,92.22,103.91,196.78,205.22
000000304984.jpg,385,289,fork,12.93,128.08,94.38999999999999,285.83000000000004
000000304984.jpg,385,289,bowl,32.31,71.47,160.84,155.06
000000304984.jpg,385,289,bowl,151.61,167.77,260.91,237.34
000000304984.jpg,385,289,orange,33.63,49.22,154.42000000000002,106.37
000000304984.jpg,385,289,cake,96.33,105.77,205.68,201.45
000000304984.jpg,385,289,wine glass,284.07,0.31,385.0,125.99000000000001
000000304984.jpg,385,289,sandwich,180.91,107.34,369.32,218.44
000000305309.jpg,640,406,person,379.12,52.03,521.26,374.23
000000305309.jpg,640,406,person,0.0,103.71,188.01,404.34999999999997
000000305309.jpg,640,406,baseball bat,509.68,1.79,593.48,64.34
000000305309.jpg,640,406,person,79.1,134.78,177.56,346.65
000000305317.jpg,334,500,kite,50.28,95.3,79.49000000000001,134.45999999999998
000000305317.jpg,334,500,kite,206.7,134.47,213.28,139.72
000000305317.jpg,334,500,person,171.19,407.97,183.03,434.93
000000305317.jpg,334,500,person,85.28,411.43,90.6,419.76
000000305317.jpg,334,500,person,68.4,416.32,80.80000000000001,434.55
000000305317.jpg,334,500,person,265.82,402.1,274.11,423.12
000000305317.jpg,334,500,person,110.06,406.54,121.22,434.75
000000305317.jpg,334,500,person,132.37,402.66,143.43,436.38
000000305317.jpg,334,500,person,141.0,403.73,148.44,435.33000000000004
000000305317.jpg,334,500,person,190.47,415.62,198.86,435.63
000000305317.jpg,334,500,person,15.41,399.67,26.740000000000002,434.37
000000305317.jpg,334,500,person,92.64,409.49,99.91,435.12
000000305317.jpg,334,500,person,187.44,404.37,193.16,424.05
000000305317.jpg,334,500,person,232.19,408.4,241.24,432.03
000000305317.jpg,334,500,kite,24.8,420.31,41.5,436.37
000000305317.jpg,334,500,kite,250.67,344.99,266.88,424.43
000000305317.jpg,334,500,person,45.97,404.21,52.43,420.97999999999996
000000305317.jpg,334,500,person,223.0,405.0,235.0,432.0
000000305343.jpg,640,427,dog,341.43,150.83,560.11,358.28
000000305343.jpg,640,427,cup,60.45,124.74,305.14,392.46000000000004
000000305609.jpg,612,612,dining table,1.18,159.67,612.0,604.76
000000305609.jpg,612,612,sandwich,364.0,285.85,499.0,462.85
000000305609.jpg,612,612,sandwich,300.31,136.09,448.11,191.98000000000002
000000305609.jpg,612,612,fork,516.64,110.69,612.0,211.68
000000305609.jpg,612,612,spoon,343.23,53.0,364.03000000000003,147.84
000000305609.jpg,612,612,bowl,16.54,353.55,206.76,498.28
000000305609.jpg,612,612,person,294.97,2.07,612.0,157.82
000000305609.jpg,612,612,knife,591.62,321.21,611.39,343.08
000000305609.jpg,612,612,bowl,337.51,109.22,451.65,170.43
000000305609.jpg,612,612,bottle,206.88,264.25,264.85,367.58
000000305609.jpg,612,612,spoon,109.09,280.55,140.06,396.25
000000305609.jpg,612,612,sandwich,236.9,379.57,407.33000000000004,553.34
000000305695.jpg,640,480,zebra,227.42,244.4,276.61,317.39
000000305695.jpg,640,480,zebra,468.39,238.7,507.32,278.66999999999996
000000305695.jpg,640,480,zebra,413.8,227.13,466.81,269.17
000000305695.jpg,640,480,truck,0.0,213.57,130.02,382.5
000000305695.jpg,640,480,zebra,527.07,242.39,580.97,280.43
000000305695.jpg,640,480,zebra,546.28,236.12,607.5,281.95
000000305695.jpg,640,480,car,95.57,217.26,123.38,228.5
000000306136.jpg,428,640,bicycle,35.94,443.46,85.69999999999999,563.72
000000306136.jpg,428,640,bus,100.67,323.96,427.15000000000003,613.03
000000306136.jpg,428,640,person,95.98,429.34,123.24000000000001,466.91999999999996
000000306136.jpg,428,640,person,252.25,397.71,300.24,450.75
000000306136.jpg,428,640,person,386.42,406.07,407.99,451.37
000000306136.jpg,428,640,person,80.49,443.18,114.83,541.54
000000306136.jpg,428,640,person,294.78,379.95,314.03999999999996,448.31
000000306139.jpg,640,426,chair,578.28,220.73,630.49,292.34
000000306139.jpg,640,426,chair,423.18,197.62,506.05,257.4
000000306139.jpg,640,426,chair,0.59,89.59,22.85,120.49000000000001
000000306139.jpg,640,426,chair,123.36,204.96,139.03,255.81
000000306139.jpg,640,426,person,350.54,208.8,567.36,426.0
000000306139.jpg,640,426,person,278.25,108.09,355.23,212.7
000000306139.jpg,640,426,person,470.04,124.45,602.14,294.85
000000306139.jpg,640,426,person,114.88,193.38,196.25,345.59000000000003
000000306139.jpg,640,426,person,130.49,129.05,213.0,266.25
000000306139.jpg,640,426,person,338.54,37.18,396.69,171.86
000000306139.jpg,640,426,laptop,294.8,238.47,374.91,328.01
000000306139.jpg,640,426,laptop,511.2,300.48,606.93,400.04
000000306139.jpg,640,426,backpack,144.44,324.62,281.11,426.0
000000306139.jpg,640,426,person,143.6,178.72,333.14,417.09000000000003
000000306139.jpg,640,426,bottle,556.61,280.06,576.76,341.66
000000306139.jpg,640,426,chair,4.29,220.52,58.63,369.11
000000306139.jpg,640,426,chair,4.71,134.25,36.11,203.75
000000306139.jpg,640,426,laptop,373.52,237.17,415.37,284.78999999999996
000000306139.jpg,640,426,laptop,483.39,263.58,541.39,300.7
000000306139.jpg,640,426,laptop,261.41,188.46,355.77000000000004,249.5
000000306139.jpg,640,426,laptop,251.31,226.6,281.78,276.78999999999996
000000306139.jpg,640,426,chair,62.29,318.67,206.14,426.0
000000306139.jpg,640,426,dining table,8.42,149.27,115.53,241.84
000000306139.jpg,640,426,dining table,250.07,188.1,640.0,419.36
000000306139.jpg,640,426,laptop,316.11,78.84,347.15000000000003,100.16
000000306139.jpg,640,426,person,322.83,108.72,431.54999999999995,251.83
000000306437.jpg,426,640,person,173.15,306.44,250.47,435.31
000000306437.jpg,426,640,bicycle,88.62,375.55,157.37,416.01
000000306437.jpg,426,640,skateboard,203.72,396.19,252.57999999999998,431.57
000000306437.jpg,426,640,bicycle,149.82,376.89,175.45999999999998,413.90999999999997
000000306437.jpg,426,640,bicycle,409.02,389.68,426.0,415.5
000000306437.jpg,426,640,bicycle,383.53,375.37,420.42999999999995,418.03
000000306437.jpg,426,640,bench,160.51,438.86,426.0,615.62
000000306582.jpg,640,480,cow,434.38,247.72,553.29,335.35
000000306582.jpg,640,480,cow,294.64,248.12,374.01,322.85
000000306582.jpg,640,480,cow,153.04,230.7,230.98,305.82
000000306582.jpg,640,480,cow,226.91,234.39,304.94,320.7
000000306582.jpg,640,480,cow,589.63,257.47,640.0,324.25
000000306582.jpg,640,480,cow,446.57,265.11,566.37,328.09000000000003
000000306582.jpg,640,480,cow,378.79,266.59,442.82000000000005,326.91999999999996
000000306700.jpg,480,640,dining table,1.51,465.32,480.0,632.47
000000306700.jpg,480,640,person,25.89,66.52,360.99,470.65
000000306700.jpg,480,640,fork,435.01,493.13,480.0,544.58
000000306700.jpg,480,640,pizza,46.02,349.48,408.45,608.36
000000306733.jpg,640,426,potted plant,282.09,253.6,466.03,355.57
000000306733.jpg,640,426,bottle,586.23,324.18,602.38,363.11
000000306733.jpg,640,426,bottle,571.56,322.61,587.9799999999999,362.98
000000306733.jpg,640,426,bottle,96.0,362.42,136.27,425.42
000000306733.jpg,640,426,sink,186.59,393.69,361.61,426.0
000000306733.jpg,640,426,potted plant,0.0,299.29,49.95,400.54
000000306733.jpg,640,426,toilet,446.09,326.06,545.97,426.0
000000306893.jpg,500,368,motorcycle,0.98,238.11,58.339999999999996,320.13
000000306893.jpg,500,368,motorcycle,451.15,241.82,500.0,321.66999999999996
000000306893.jpg,500,368,train,5.79,159.6,500.0,257.19
000000306893.jpg,500,368,traffic light,51.76,40.08,61.519999999999996,75.53999999999999
000000306893.jpg,500,368,traffic light,40.23,40.24,49.62,73.80000000000001
000000306893.jpg,500,368,traffic light,463.32,113.14,480.28,164.03
000000306893.jpg,500,368,traffic light,443.66,47.34,482.45000000000005,85.83000000000001
000000306893.jpg,500,368,traffic light,24.69,101.83,45.93,157.26
000000306893.jpg,500,368,traffic light,21.1,39.23,38.47,75.41
000000306893.jpg,500,368,traffic light,446.66,103.24,463.65000000000003,147.26999999999998
000000306893.jpg,500,368,fire hydrant,81.4,219.71,101.7,290.1
000000306893.jpg,500,368,fire hydrant,404.77,227.45,421.71999999999997,292.96999999999997
000000306893.jpg,500,368,person,104.82,181.13,125.24,205.20999999999998
000000306893.jpg,500,368,person,72.09,189.32,82.42,203.57999999999998
000000306893.jpg,500,368,person,56.72,187.54,69.31,203.82
000000306893.jpg,500,368,person,166.0,194.73,174.31,203.66
000000306893.jpg,500,368,person,418.0,195.77,431.54,210.14000000000001
000000306893.jpg,500,368,person,98.5,196.15,103.4,203.91
000000306893.jpg,500,368,person,350.37,196.6,354.9,207.65
000000306893.jpg,500,368,person,397.63,200.96,403.21,208.88
